day,weekday,bias8,bias,tier,adapted,demoted,net,net_pct,am_net,verdict8,verdict,verdict_adapted,policy,draw_hit,po3,flip,news,note
2026-04-23,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-88.0,-0.33,78.8,WRONG,WRONG,WRONG,,False,,False,False,NY -88pt (down); NEUTRAL read but the session trended down — missed day
2026-04-24,Friday,BULLISH,BULLISH,MEDIUM,BULLISH,False,224.0,0.82,186.0,CORRECT,CORRECT,CORRECT,keep,True,manip->expand shape,False,False,NY +224pt (up); session followed the bias; draw reached; PO3 shape played out
2026-04-27,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,34.2,0.12,-43.5,WRONG,WRONG,WRONG,,False,,False,False,NY +34pt (up); NEUTRAL read but the session trended up — missed day
2026-04-28,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,8.2,0.03,-107.5,CORRECT,CORRECT,CORRECT,,False,,False,False,NY +8pt (flat); session followed the bias
2026-04-29,Wednesday,BULLISH,BULLISH,MEDIUM,BULLISH,False,130.5,0.48,33.5,CORRECT,CORRECT,CORRECT,keep,True,manip->expand shape,False,False,NY +130pt (up); session followed the bias; draw reached; PO3 shape played out
2026-04-30,Thursday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,86.2,0.31,-102.8,WRONG,CORRECT,CORRECT,keep,True,manip->expand shape,True,True,NY +86pt (up); session followed the bias; draw reached; PO3 shape played out
2026-05-01,Friday,BULLISH,BULLISH,MEDIUM,BULLISH,False,204.5,0.74,258.0,CORRECT,CORRECT,CORRECT,keep,True,manip->expand shape,False,False,NY +204pt (up); session followed the bias; draw reached; PO3 shape played out
2026-05-04,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-74.2,-0.27,-119.8,WRONG,WRONG,WRONG,,False,,False,True,NY -74pt (down); NEUTRAL read but the session trended down — missed day; news: 10:00 ISM Services PMI
2026-05-05,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,147.2,0.53,138.5,WRONG,WRONG,WRONG,,False,,False,True,NY +147pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 JOLTS Job Openings
2026-05-06,Wednesday,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,False,320.8,1.13,170.8,CORRECT,WRONG,WRONG,,False,,True,False,NY +321pt (up); NEUTRAL read but the session trended up — missed day; (read flipped BULLISH->NEUTRAL at the open)
2026-05-07,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-65.8,-0.23,34.2,WRONG,WRONG,WRONG,,False,,False,False,NY -66pt (down); NEUTRAL read but the session trended down — missed day
2026-05-08,Friday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,461.2,1.6,313.0,WRONG,CORRECT,CORRECT,keep,True,manip->expand shape,True,True,NY +461pt (up); session followed the bias; draw reached; PO3 shape played out
2026-05-11,Monday,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,False,124.0,0.42,160.0,CORRECT,WRONG,WRONG,,False,,True,False,NY +124pt (up); NEUTRAL read but the session trended up — missed day; (read flipped BULLISH->NEUTRAL at the open)
2026-05-12,Tuesday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,-38.8,-0.13,-373.2,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),True,True,"NY -39pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open); news: 08:30 Core CPI y/y, 08:30 CPI m/m, 08:30 CPI y/y"
2026-05-13,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,189.5,0.65,23.5,WRONG,WRONG,WRONG,,False,,False,True,"NY +190pt (up); NEUTRAL read but the session trended up — missed day; news: 08:30 Core PPI m/m, 08:30 PPI m/m"
2026-05-14,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,210.5,0.71,279.0,WRONG,WRONG,WRONG,,False,,False,True,"NY +210pt (up); NEUTRAL read but the session trended up — missed day; news: 08:30 Core Retail Sales m/m, 08:30 Retail Sales m/m"
2026-05-15,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-46.8,-0.16,3.2,WRONG,WRONG,WRONG,,False,,False,False,NY -47pt (down); NEUTRAL read but the session trended down — missed day
2026-05-18,Monday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,-239.8,-0.82,-341.2,WRONG,WRONG,WRONG,keep,False,no PO3 shape (high first),True,False,NY -240pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open)
2026-05-19,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,74.2,0.26,-34.5,WRONG,WRONG,WRONG,,False,,False,False,NY +74pt (up); NEUTRAL read but the session trended up — missed day
2026-05-20,Wednesday,BULLISH,BULLISH,MEDIUM,BULLISH,False,322.8,1.11,258.0,CORRECT,CORRECT,CORRECT,keep,True,manip->expand shape,False,False,NY +323pt (up); session followed the bias; draw reached; PO3 shape played out
2026-05-21,Thursday,BEARISH,BEARISH,MEDIUM,BULLISH,False,229.0,0.78,49.0,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),False,False,NY +229pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 33% vs flip 55%]
2026-05-22,Friday,BEARISH,NEUTRAL,NEUTRAL,NEUTRAL,False,-27.5,-0.09,107.5,FLAT,CORRECT,CORRECT,,False,,True,False,NY -28pt (flat); session followed the bias
2026-05-25,Monday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,22.0,0.07,-18.0,CORRECT,FLAT,FLAT,flip,False,manip->expand shape,True,False,NY +22pt (flat); bias was directional but the session chopped flat; (read flipped NEUTRAL->BEARISH at the open); [LEARNED: fading BEARISH/MEDIUM — trailing keep 33% vs flip 56%]
2026-05-26,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,177.8,0.59,25.2,WRONG,WRONG,WRONG,,False,,False,False,NY +178pt (up); NEUTRAL read but the session trended up — missed day
2026-05-27,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-140.2,-0.46,-251.5,WRONG,WRONG,WRONG,,False,,False,True,NY -140pt (down); NEUTRAL read but the session trended down — missed day; news: 08:30 Core PCE Price Index m/m
2026-05-28,Thursday,NEUTRAL,BULLISH,LOW,BEARISH,False,253.2,0.84,211.5,WRONG,CORRECT,WRONG,flip,True,manip->expand shape,True,True,NY +253pt (up); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BULLISH/LOW — trailing keep 31% vs flip 62%]
2026-05-29,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,14.5,0.05,-20.5,CORRECT,CORRECT,CORRECT,,False,,False,False,NY +14pt (flat); session followed the bias
2026-06-01,Monday,BULLISH,BULLISH,MEDIUM,BULLISH,False,228.2,0.75,159.2,CORRECT,CORRECT,CORRECT,keep,True,manip->expand shape,False,False,NY +228pt (up); session followed the bias; draw reached; PO3 shape played out
2026-06-02,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,150.2,0.49,132.5,WRONG,WRONG,WRONG,,False,,False,True,NY +150pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 ISM Services PMI
2026-06-03,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-119.0,-0.39,-150.5,WRONG,WRONG,WRONG,,False,,False,True,NY -119pt (down); NEUTRAL read but the session trended down — missed day; news: 08:15 ADP Non-Farm Employment Change
2026-06-04,Thursday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,217.2,0.72,145.5,WRONG,WRONG,WRONG,,False,,False,False,NY +217pt (up); NEUTRAL read but the session trended up — missed day
2026-06-05,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-1020.0,-3.4,-377.2,WRONG,WRONG,WRONG,,False,,False,True,"NY -1020pt (down); NEUTRAL read but the session trended down — missed day; news: 08:30 Average Hourly Earnings m/m, 08:30 Non-Farm Employment"
2026-06-08,Monday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-73.0,-0.25,84.0,WRONG,WRONG,WRONG,keep,False,manip->expand shape,False,False,NY -73pt (down); session ran down AGAINST the bullish read
2026-06-09,Tuesday,BULLISH,BULLISH,LOW,BEARISH,False,-621.8,-2.09,-1041.8,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (high first),False,False,NY -622pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); [LEARNED: fading BULLISH/LOW — trailing keep 36% vs flip 57%]
2026-06-10,Wednesday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,-327.0,-1.13,2.2,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),True,True,"NY -327pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open); news: 08:30 Core CPI y/y, 08:30 CPI m/m, 08:30 CPI y/y"
2026-06-11,Thursday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,703.5,2.45,104.8,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),True,True,"NY +704pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); news: 08:30 Core PPI m/m, 08:30 PPI m/m; [LEARNED: fading BEARISH/MEDIUM — trailing keep 32% vs flip 55%]"
2026-06-12,Friday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,153.8,0.52,-54.8,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),True,False,NY +154pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); (read flipped NEUTRAL->BEARISH at the open); [LEARNED: fading BEARISH/MEDIUM — trailing keep 31% vs flip 56%]
2026-06-15,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,239.5,0.78,246.0,WRONG,WRONG,WRONG,,False,,False,False,NY +240pt (up); NEUTRAL read but the session trended up — missed day
2026-06-16,Tuesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-502.5,-1.63,-345.2,WRONG,CORRECT,WRONG,flip,True,manip->expand shape,True,False,NY -502pt (down); session followed the bias; draw reached; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 31% vs flip 56%]
2026-06-17,Wednesday,BEARISH,NEUTRAL,NEUTRAL,NEUTRAL,False,-531.2,-1.74,-76.0,CORRECT,WRONG,WRONG,,False,,True,False,NY -531pt (down); NEUTRAL read but the session trended down — missed day; (read flipped BEARISH->NEUTRAL at the open)
2026-06-18,Thursday,BULLISH,BULLISH,LOW,BEARISH,False,98.2,0.32,46.2,CORRECT,CORRECT,WRONG,flip,False,manip->expand shape,False,False,NY +98pt (up); session followed the bias; PO3 shape played out; [LEARNED: fading BULLISH/LOW — trailing keep 33% vs flip 60%]
2026-06-19,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,0.8,0.0,37.8,CORRECT,CORRECT,CORRECT,,False,,False,False,NY +1pt (flat); session followed the bias
2026-06-22,Monday,BULLISH,BULLISH,LOW,BEARISH,False,-168.5,-0.55,-265.5,WRONG,WRONG,CORRECT,flip,False,no PO3 shape (high first),False,False,NY -168pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); [LEARNED: fading BULLISH/LOW — trailing keep 38% vs flip 56%]
2026-06-23,Tuesday,BEARISH,BEARISH,LOW,BEARISH,False,-67.8,-0.23,79.5,CORRECT,CORRECT,CORRECT,,False,manip->expand shape,False,False,NY -68pt (down); session followed the bias; PO3 shape played out
2026-06-24,Wednesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-197.2,-0.66,44.8,WRONG,WRONG,WRONG,,False,,False,False,NY -197pt (down); NEUTRAL read but the session trended down — missed day
2026-06-25,Thursday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,-403.8,-1.34,-493.5,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),True,True,"NY -404pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open); news: 08:30 Core PCE Price Index m/m, 08:30 Final GDP q/q"
2026-06-26,Friday,BULLISH,BULLISH,MEDIUM,BULLISH,False,-46.5,-0.16,258.8,WRONG,WRONG,WRONG,keep,True,manip->expand shape,False,False,NY -46pt (down); session ran down AGAINST the bullish read
2026-06-29,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,403.2,1.36,195.8,WRONG,WRONG,WRONG,,False,,False,False,NY +403pt (up); NEUTRAL read but the session trended up — missed day
2026-06-30,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,466.0,1.55,412.2,WRONG,WRONG,WRONG,,False,,False,True,NY +466pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 ISM Manufacturing PMI
2026-07-01,Wednesday,NEUTRAL,BEARISH,MEDIUM,BULLISH,False,-155.0,-0.51,19.0,WRONG,CORRECT,WRONG,flip,False,manip->expand shape,True,True,NY -155pt (down); session followed the bias; PO3 shape played out; [LEARNED: fading BEARISH/MEDIUM — trailing keep 32% vs flip 55%]
2026-07-02,Thursday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,-538.0,-1.79,-400.2,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),True,True,"NY -538pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open); news: 08:30 Average Hourly Earnings m/m, 08:30 Non-Farm Employment"
2026-07-03,Friday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-19.2,-0.06,-15.0,CORRECT,CORRECT,CORRECT,,False,,False,False,NY -19pt (flat); session followed the bias
2026-07-06,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,116.0,0.39,238.5,WRONG,WRONG,WRONG,,False,,False,True,NY +116pt (up); NEUTRAL read but the session trended up — missed day; news: 10:00 ISM Services PMI
2026-07-07,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-198.5,-0.67,-206.2,WRONG,WRONG,WRONG,,False,,False,False,NY -198pt (down); NEUTRAL read but the session trended down — missed day
2026-07-08,Wednesday,BEARISH,BEARISH,LOW,BEARISH,False,254.8,0.87,-106.5,WRONG,WRONG,WRONG,,False,no PO3 shape (low first),False,False,NY +255pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first)
2026-07-09,Thursday,NEUTRAL,BULLISH,LOW,BEARISH,False,202.0,0.68,139.5,WRONG,CORRECT,WRONG,flip,False,manip->expand shape,True,True,NY +202pt (up); session followed the bias; PO3 shape played out; [LEARNED: fading BULLISH/LOW — trailing keep 35% vs flip 59%]
2026-07-10,Friday,BEARISH,BEARISH,MEDIUM,BULLISH,False,202.8,0.68,109.5,WRONG,WRONG,CORRECT,flip,True,no PO3 shape (low first),False,False,NY +203pt (up); session ran up AGAINST the bearish read; no PO3 shape (low first); [LEARNED: fading BEARISH/MEDIUM — trailing keep 33% vs flip 54%]
2026-07-13,Monday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-243.0,-0.82,-97.8,WRONG,WRONG,WRONG,,False,,False,False,NY -243pt (down); NEUTRAL read but the session trended down — missed day
2026-07-14,Tuesday,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False,-25.0,-0.08,-25.5,CORRECT,CORRECT,CORRECT,,False,,False,True,NY -25pt (flat); session followed the bias
2026-07-15,Wednesday,NEUTRAL,BULLISH,MEDIUM,BULLISH,False,-254.5,-0.85,-373.5,WRONG,WRONG,WRONG,keep,True,no PO3 shape (high first),True,True,"NY -254pt (down); session ran down AGAINST the bullish read; no PO3 shape (high first); (read flipped NEUTRAL->BULLISH at the open); news: 08:30 Core PPI m/m, 08:30 PPI m/m"
