schema_version,agent_version,date,regime,directional_bias,permitted_structures,stand_down,size_multiplier,confidence,rationale,cited_evidence,playbook_notes,expected_value_usd
1.0,47d14088dd96,2026-06-05,event_risk,neutral,[],True,0.0,high,"NFP morning (3 red-folder 08:30) but the stand-down rests on evidence beyond the calendar: analog cohort majority_action=FLAT (8/15) and NFP-family analogs 6/8 FLAT, with red-folder base rates negative for both books (rotation -98.63, momentum -5.97 per day). Overnight is violent (-251.75pt gap, 25 shock bars). Per v0.6.1 anchor, a FLAT-majority cohort is a 0.0 stand-down, not a 0.25 hedge.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8', 'event_family_analogs.counts.FLAT=6', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'base_rates.today_calendar.red_folder.momentum_book_mean=-5.97', 'regime_vector.red_folder_today=3', 'overnight.gap_vs_prior_close_pts=-251.75', 'shock_bars.count=25']","2026-06-05 (fresh eyes): stood down 0.0 on NFP Friday — not a calendar reflex; retrieval said no. Analog cohort 8/15 FLAT (share_both_books_red 0.33), NFP/JOBLESS family 6/8 FLAT, red-folder base rates negative for both books. Tape context: 8-day upleg paused (net_10d +780 but last two sessions red, net_5d only +66.5), imbal_share_20 0.75, price mid-window (2.1% off high / 2.4% off low), trap_rate_10 low at 0.1. Overnight: -251.75pt gap, 369.75pt range, 25 shock bars (largest 92pt at 05:13). Forward rules I applied and would keep: (1) FLAT-majority cohort = stand-down; 0.25 is reserved for a weak BOOK signal, never for trade-doubt. (2) If a similar setup instead shows a book majority, note momentum was this cohort's runner-up (5/15, mean +$184) vs rotation (2/15, mean -$95) — arm momentum, not the reversion story. (3) Next session: if the gap held and downside followed through, treat as war-continuation candidate short-bias; if the gap faded back into the multi-day range, watch for trap signatures before trusting continuation.",0.0
1.0,47d14088dd96,2026-06-08,war,neutral,[],True,0.0,medium,"Analog cohort is decisively FLAT: majority_action=FLAT (9/15), mean_pl_if_rotation=-102, mean_pl_if_momentum=-217 — no book to arm. Base rates agree: imbalanced day_type p_flat=0.49 with both book means negative. Tape is a crash regime (net_5d=-1579.75) with a 545.75pt counter-gap and 16 overnight shock bars — directionally violent but the retrieval says days like this mostly paid neither book. Calendar is clear (red_folder_today=0), so this is a tape/analog stand-down per the FLAT-cohort rule, not calendar fear.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9 (of k=15)', 'analog_block.mean_pl_if_rotation=-102', 'analog_block.mean_pl_if_momentum=-217', 'trailing_stats.net_5d_pts=-1579.75', 'overnight.gap_vs_prior_close_pts=545.75', 'shock_bars.count=16', 'base_rates.today_day_type.imbalanced.p_flat=0.49']","2026-06-08 (Mon): Stand-down on FLAT analog cohort (9/15 FLAT, both book means negative: rot -102, mom -217; share_both_books_red 0.47). Context: Friday 06-05 crashed -1584.75pts (range 1640.75), then a huge +545.75pt weekend gap up with 16 overnight shock bars (largest 136.5pt @ 21:31). Price ~4.65% off 20d high, ~2.06% off low; imbal_share_20=0.8, streak_imbal=3, day_type imbalanced, trap_rate_10 low (0.1). Regime read: war/crash aftermath with violent counter-gap — direction genuinely ambiguous, and retrieval says similar mornings mostly paid neither book, so 0.0 per the FLAT-majority rule (not a 0.25 hedge). No red folders today; NFP was 06-05, CPI listed 06-07 (Sun timestamp, not today). Watch next sessions: if the gap holds and nets flip positive, crash may be resolving into a two-sided repair tape (balance/rotation candidates); if the gap fades hard, trap signatures rise. Rolling 20d: read regret -7883 cumulative, sizing regret 0, arm expectancy -39/day — the leak is book/trade reads, not sizing, which argues for trusting the analog majority exactly as done today.",0.0
1.0,47d14088dd96,2026-06-09,war,long,['continuation'],False,0.25,low,"Analog majority_action=MOMENTUM decides the book, but the cohort is split (FLAT 6 / MOMENTUM 6 / ROTATION 3) with a thin edge (mean_pl_if_momentum=+103) — reduced-arm 0.25, not 0.5. Rotation is excluded on book-specific evidence: mean_pl_if_rotation=-108. Tape is war-class: 06-05 net -1584.75pts, 06-08 +590.75 rebound, overnight gap +246.25 with 14 shock bars — bias with the overnight/rebound direction, long. share_both_books_red=0.33 and no red folder today, so no stand-down case.","['analog_block.majority_action=MOMENTUM', 'analog_block.best_action_counts={FLAT:6,MOMENTUM:6,ROTATION:3}', 'analog_block.mean_pl_if_momentum=103', 'analog_block.mean_pl_if_rotation=-108', 'analog_block.share_both_books_red=0.33', 'overnight.gap_vs_prior_close_pts=246.25', 'trailing_sessions[2026-06-05].net_pts=-1584.75', 'regime_vector.red_folder_today=0']","2026-06-09 (fresh eyes): Post-shock war tape — 06-05 crashed -1584.75pts (range 1640.75), 06-08 rebounded +590.75, overnight up another +246.25 with 14 shock bars (largest 136.5pts). imbal_share_20=0.75, streak_imbal=4, trap_rate_10 low (0.1). Retrieval: majority_action=MOMENTUM but cohort split 6 FLAT / 6 MOMENTUM / 3 ROTATION; momentum mean +103 vs rotation -108; share_both_books_red 0.33 — weak-but-real momentum signal, so 0.25 reduced-arm on continuation, long with the rebound. Reversion dropped on the negative rotation cohort mean, not the war label. No calendar today (red_folder_today=0; only stale 06-07 items), so event timing is a non-issue. Base rates are near-flat priors (topline p_flat 0.47, momentum mean -16) — they neither add nor veto. EV at 0.25 of momentum cohort mean ≈ +$26. Watch next session: if the rebound extends, similar mornings may justify 0.5; if both books bleed in this shock-decay cohort, respect FLAT majorities strictly.",26.0
1.0,47d14088dd96,2026-06-10,event_risk,neutral,['reversion'],False,0.5,medium,"CPI morning (red_folder_today=3, 08:30 releases) makes this event_risk. Generic analogs lean FLAT (8/15), but v0.6.2 says family analogs outrank on event days: 8 prior CPI mornings were NEVER flat, ROTATION won 5/8 (family rotation mean ~+303 full-size). mean_pl_if_momentum=-36 argues against continuation, so arm rotation only. Conflict with the FLAT generic cohort caps size at 0.5, not 1.0. Bias neutral: net_5d -1589 but price 1.6% off window low with violent two-way ranges - rotation, not a one-way lean.","['red_folder_today=3', 'calendar: CPI m/m + Core CPI y/y + CPI y/y today 08:30', 'event_family_analogs.counts={FLAT:0, ROTATION:5, MOMENTUM:3}', 'analog_block.majority_action=FLAT (8/15)', 'analog_block.mean_pl_if_rotation=87', 'analog_block.mean_pl_if_momentum=-36', 'trailing_stats.net_5d_pts=-1588.75', 'trailing_stats.pct_off_window_low=1.6']","2026-06-10 (fresh eyes): CPI day, 3 red folders at 08:30. Ruling applied: event_family_analogs > generic analog_block on event days. CPI family (k=8) never resolved FLAT; rotation paid 5/8 (688, 288, 512, 120, 579; worst -330), momentum 3/8. Generic 15-day cohort said FLAT majority - treated as a size cap (0.5), not a stand-down, because the family evidence is one-sided that CPI days trade. share_both_books_red only 0.27, so no both-books-red veto. Excluded continuation on mean_pl_if_momentum=-36 and elevated-shock base rate momentum_book_mean=-51.54; rotation is the armed book. Tape context: post-shock chop - 06-05 dumped -1585 pts, 06-08 bounced +591, 06-09 -295 with 1620-pt range; 20 shock bars, gap -461 overnight, price 1.6% off window low, range_pctl_20=0.85. That is violent two-sided tape near the lows, consistent with rotation. Engine timing floor holds entries past the 08:30 release; no reason to hide from the moment. Watch next time: if a CPI-family day ever shows FLAT-heavy family counts AND FLAT generic majority together, that is the true stand-down combo. Rolling-20d read regret -$9964 says the lineage's leak is bad reads, not sizing (sizing regret $0) - keep anchoring book choice to retrieval, not narrative.",150.0
1.0,47d14088dd96,2026-06-11,event_risk,neutral,[],True,0.0,medium,"PPI+Claims morning, but the stand-down rests on the DAY, not the calendar: analog majority_action=FLAT (8/15) with both cohort books negative (rotation -184, momentum -134), and elevated-shock base rates show p_flat 0.56 with both books red. 23 overnight shock bars and a 429pt gap after a violent liquidation tape mark chop risk, not a directional winner; PPI family analogs are split (2 FLAT/1/1), no book to arm. Per v0.6.1 anchor: FLAT cohort = 0.0, never 0.25.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8 (k=15)', 'analog_block.mean_pl_if_rotation=-184', 'analog_block.mean_pl_if_momentum=-134', 'base_rates.today_shock_regime.elevated(>p85).p_flat=0.56', 'event_family_analogs.counts={FLAT:2,MOMENTUM:1,ROTATION:1}', 'shock_bars.count=23', 'overnight.gap_vs_prior_close_pts=429.0']","2026-06-11 (fresh eyes): Stood down. Not a calendar reflex — PPI 08:30 alone would argue for arming small per v0.6.2 — but every retrieval layer said FLAT: analog cohort majority FLAT 8/15 with BOTH book means negative (rot -184 / mom -134), elevated-shock bucket base rate p_flat 0.56 with both books red, and the PPI family analogs split 2/1/1 with no payable book. Tape context: post-liquidation chop — 06-05 -1585pts, 06-09 range 1620, 06-10 -623, then a 429pt overnight gap and 23 shock bars into today; net_5d -1965 but streak_imbal only 1 and L1 calls day_type balanced, i.e. violent two-way, the worst home for either book. Watch next: if a similar-vector day shows a book-majority cohort (esp. MOMENTUM after capitulation days like 06-08 +591), arm it at 0.25-0.5 rather than hiding; the leak to avoid is standing down on directional event winners, and the leak I avoided today is trading a FLAT cohort just-in-case. share_both_books_red was only 0.47, so the FLAT call leans on majority_action + negative means, not the 0.6 red-share trigger — noted for calibration.",0.0
1.0,47d14088dd96,2026-06-12,war,long,['continuation'],False,0.25,low,"Analog majority is MOMENTUM (7/15 vs 4 FLAT, 4 ROTATION) and momentum is the only positive book (mean +29 vs rotation -49); share_both_books_red=0.27 is far below the flat trigger, so I arm continuation rather than stand down. But the cohort is split and the edge thin, and elevated-shock base rates lean flat (p_flat=0.56), so reduced-arm 0.25. Bias long with the +205pt gap after yesterday's +978pt rebound. Rotation excluded on book-specific evidence: negative in both the analog cohort and the shock-regime base rates.","['analog_block.majority_action=MOMENTUM', 'analog_block.best_action_counts={FLAT:4,MOMENTUM:7,ROTATION:4}', 'analog_block.mean_pl_if_momentum=29', 'analog_block.mean_pl_if_rotation=-49', 'analog_block.share_both_books_red=0.27', 'overnight.gap_vs_prior_close_pts=205.0', 'trailing_sessions[2026-06-11].net_pts=978.25', 'base_rates.today_shock_regime.elevated(>p85).p_flat=0.56']","2026-06-12 (Fri, fresh eyes): Violent high-vol tape — 27 shock bars >100.5pts, trailing ranges 800-1640pts, net_5d -933 but yesterday +978 and overnight gap +205 → war regime, long bias. No red folders today; only 10:00 UoM (medium) — engine timing floor handles the release, calendar alone never a stand-down. Analog cohort (k=15): MOMENTUM majority 7/4/4, momentum mean +29, rotation -49, both-red 0.27 → arm continuation per the majority-decides rule; rotation dropped on direct evidence (negative in analogs AND elevated-shock base rates: rotation -75/day, momentum -52, p_flat 0.56). Thin split edge → 0.25 reduced-arm, a deliberate weak-book-signal call, not doubt-default. EV ~= 0.25 x +$29 ~= +$7. Watch next session: if the bounce holds and streak builds, this becomes a cleaner war-long at 0.5; if elevated-shock flat base rate (0.56) reasserts with a FLAT-majority cohort, stand down without hesitation. Rolling-20d read regret -$7450 says past reads (not sizing) were the leak — trust the retrieval majority over tape narrative.",7.0
1.0,47d14088dd96,2026-06-15,event_risk,neutral,[],True,0.0,medium,"FLAT-majority cohort (8/15 analogs) is the retrieval no-trade signal; momentum cohort mean -$251, rotation edge thin (+$103, carried by one +$3131 outlier). Priced priors say the DAY, not the calendar, is bad: elevated-shock mornings are 56% FLAT with both books negative (rotation -$75/day). No red folder today; tape is violently two-sided after a 921.5pt gap and 47 shock bars. Per v0.6.1 anchor, FLAT majority = 0.0, not a 0.25 hedge.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8 (k=15)', 'analog_block.mean_pl_if_momentum=-251', 'analog_block.mean_pl_if_rotation=103', 'base_rates.today_shock_regime.elevated(>p85).p_flat=0.56', 'base_rates.today_shock_regime.elevated(>p85).rotation_book_mean=-75.38', 'overnight.gap_vs_prior_close_pts=921.5', 'regime_vector.red_folder_today=0']","2026-06-15 (fresh eyes): Stood down on a FLAT-majority analog cohort (8/15 FLAT vs 6 ROTATION, momentum mean -$251) reinforced by elevated-shock base rates (p_flat 0.56, both books negative). Tape context: post-shock whipsaw week (06-05 -1585pts, 06-11 +978pts), 47 shock bars >93pts, day_type imbalanced with imbal_share 0.7 but only a 2-day streak and conflicting nets (5d +873 / 10d -707) — no persistent one-way regime, so not war despite the labels. Huge 921.5pt gap into a violent range = untradeable-day evidence beyond the calendar (red_folder=0, no events today). If tomorrow's cohort flips to a ROTATION majority with positive mean, note rotation has been the paying book on the nearest analogs (06-08 +$3131, 03-16 +$450) — arm rotation, not momentum, and size to cohort strength. Do not convert FLAT-majority days into 0.25 trades; 0.25 is reserved for a genuine but thin BOOK signal. Yesterday's full-size call matched the oracle ($1400, zero regret); rolling-20d read regret -$7450 says the leak is reads, not sizing — keep anchoring book choice to the analog majority.",0.0
1.0,47d14088dd96,2026-06-16,event_risk,neutral,[],True,0.0,medium,"FOMC day, but the stand-down is retrieval-based, not calendar reflex: analog majority is FLAT (7/15) with BOTH books negative in the cohort (mom -91, rot -161), and the FOMC event-family record is also FLAT-majority (5/8) with both book means red. Base rates on red-folder days show p_flat 0.54 and rotation bleeding -98.63/day. Tape is whipsaw (three 1200pt+ ranges in 10d, net_10d -173 vs net_5d +923) with no book edge. FLAT cohort + FLAT event family = stand down per v0.6.1 anchor.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=7 of k=15', 'analog_block.mean_pl_if_momentum=-91; mean_pl_if_rotation=-161', 'event_family_analogs.counts.FLAT=5 of 8 (families=FOMC)', 'base_rates.today_calendar.red_folder.p_flat=0.54, rotation_book_mean=-98.63', 'calendar: Federal Funds Rate 14:00 (high) + Trump speech 10:45', 'trailing_stats.net_10d_pts=-173.0 vs net_5d_pts=923.0', 'regime_vector.red_folder_today=1, day_type=balanced']","2026-06-16 (FOMC 14:00, Trump 10:45): STAND DOWN 0.0. Not a calendar reflex — both retrieval signals agree: generic analog cohort majority FLAT (7/15, both book means negative), FOMC event-family analogs FLAT 5/8 (only big winner was 03-17 momentum +3485; most FOMC days both books red). Red-folder base rate p_flat 0.54, rotation -98.63/day over 309 cases. Tape context: violent two-sided June (06-05 -1585, 06-11 +978, 06-15 +641), 3-day up streak into window high (pct_off_high -0.08), gap +108 pts, but imbal_share_20 0.65 with net_10d flat — churn, not trend; day_type=balanced, trap_rate low 0.1. Neither book has a positive cohort mean, so no reduced-arm: 0.25 is for a weak BOOK signal, this cohort has none. Carry-forward: (1) FOMC family is mostly FLAT but has fat right tail (03-17) — only arm on FOMC if analog majority names a book; (2) yesterday's full-size FLAT read missed +909 oracle and rolling-20d read-regret is -8359 with zero sizing regret — the lineage leak is read (book/flat calls), not sizing; keep anchoring to majority_action rather than tape narrative; (3) shock regime mid, largest shock 06-10 08:30 (200pts) is 6 days stale — no fresh overnight shock today.",0.0
1.0,47d14088dd96,2026-06-17,event_risk,neutral,[],True,0.0,medium,"Stand-down rests on retrieval, not the FOMC label: analog majority is FLAT (8/15) with both books negative in-cohort (momentum mean -60, rotation mean -166), and even the FOMC-family analogs are FLAT-plurality (4/8). Red-folder base rates agree: p_flat=0.54 with both book means negative (rotation -98.63). Two independent wires plus priced priors say the DAY doesn't pay — exactly the case 0.0 is reserved for.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:8,MOMENTUM:5,ROTATION:2}', 'analog_block.mean_pl_if_momentum=-60', 'analog_block.mean_pl_if_rotation=-166', 'event_family_analogs.counts={FLAT:4,MOMENTUM:3,ROTATION:1}', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'regime_vector.red_folder_today=3']","2026-06-17 FOMC day (statement+projections 14:00, presser 14:30, retail sales 08:30). Stood down on converging retrieval, not the calendar: generic analog cohort majority FLAT 8/15 with both book means negative (mom -60, rot -166); FOMC-family analogs also FLAT-plurality 4/8; red-folder base rates p_flat=0.54 with negative book means. Tape is violent two-sided: 10d net -908.75 vs 5d net +680, daily ranges 700-1600pts, 65 shock bars, streak_imbal=0, day_type balanced — no directional lean to arm either. Tension noted: yesterday's oracle was momentum +885 (missed, read_regret -885; rolling read regret -9244), so the lineage over-hides — but the rule is FLAT cohort => 0.0, and today BOTH retrieval wires plus priced priors point FLAT; this is not a doubt-driven hide. Next verdict: if the cohort names a book with positive mean, size it 0.5+ rather than 0.25-diluting; reserve 0.25 for a genuinely split cohort with a book plurality.",0.0
1.0,47d14088dd96,2026-06-18,balance,long,['continuation'],False,0.5,medium,"Analog cohort decides the book: majority_action=MOMENTUM (7 of 15 vs 4 FLAT/4 ROTATION), mean_pl_if_momentum=+122 vs mean_pl_if_rotation=-26, share_both_books_red only 0.27 - a book signal with a clearly positive mean, so arm momentum at 0.5, not a 0.25 dilution. Reversion excluded on cohort evidence (rotation mean negative). Bias long: net_5d=+1138 pts, price 1.78% off window high, positive overnight. Only medium 8:30 releases, red_folder=0 - calendar is no reason to hide; label reads balanced but the realized cohort book overrides the label.","['analog_block.majority_action=MOMENTUM', 'analog_block.best_action_counts.MOMENTUM=7', 'analog_block.mean_pl_if_momentum=122', 'analog_block.mean_pl_if_rotation=-26', 'analog_block.share_both_books_red=0.27', 'trailing_stats.net_5d_pts=1138.0', 'trailing_stats.pct_off_window_high=1.782', 'regime_vector.red_folder_today=0']","2026-06-18 (fresh eyes): Armed MOMENTUM long at 0.5 on analog majority (7/15 MOMENTUM, mean +122; rotation mean -26; both-books-red 0.27). Tape context: post-FOMC Thursday (FOMC was 06-17, no red folder today, only medium 8:30 Philly Fed + Claims - engine timing floor handles the release moment). Trailing tape is violent (multiple 700-1600pt ranges since 06-05) but two-sided: net_10d=-827 vs net_5d=+1138, streak_imbal=0, day_type=balanced, trap_rate_10=0.1. Price 1.78% off 20d window high with positive overnight (net +281 pts) -> long bias with the recent 5d thrust. Rotation excluded today purely on cohort P&L, not the regime label; revisit if future cohorts flip. Base rates note momentum book mean is slightly negative unconditionally (-16 topline) - the edge here is the analog cohort, not the unconditional prior, hence 0.5 not 1.0. Watch: nearest analog (2024-08-28, dist 0.4) was a ROTATION winner - if tomorrow's cohort tightens toward rotation, do not carry momentum bias forward on narrative alone.",61.0
1.0,47d14088dd96,2026-06-19,balance,neutral,"['continuation', 'reversion']",False,0.25,low,"Analog majority is MOMENTUM (6 vs 5 FLAT, 4 ROT) so that book is armed, but the cohort is split and the edge thin (mean_pl_if_momentum=$101, share_both_books_red=0.33) -> 0.25 reduced-arm, not 0.5. Tape is balanced: day_type=balanced, streak=0, mixed nets (net_5d +743.75 vs net_10d -189.25), price 1.2% off window high with a -134.75pt gap down. Today is only a bank holiday (red_folder=0), thin-liquidity Friday. Nearest analog 2026-06-18 paid momentum +$1030. Reversion kept: no structure-specific evidence against it (rotation cohort mean +$111).","['analog_block.majority_action=MOMENTUM', 'analog_block.best_action_counts={FLAT:5,MOMENTUM:6,ROTATION:4}', 'analog_block.mean_pl_if_momentum=101', 'analog_block.share_both_books_red=0.33', 'regime_vector.day_type=balanced; streak_imbal=0; red_folder_today=0', 'overnight.gap_vs_prior_close_pts=-134.75', 'trailing_stats.net_5d_pts=743.75; net_10d_pts=-189.25; pct_off_window_high=1.239', 'calendar[Bank Holiday, today=true]']","2026-06-19 (Fri, bank holiday, fresh-eyes lineage). Read: post-FOMC week (6/17 statement + projections; largest shock bar 171.75pts at 14:00 6/17) resolving into a balanced, streakless tape near window highs. Analog cohort split 6 MOMENTUM / 5 FLAT / 4 ROTATION with thin positive means both books ($101 momentum / $111 rotation) and share_both_books_red only 0.33 -> not a FLAT cohort, so no stand-down, but a weak book signal -> 0.25 reduced-arm on the MOMENTUM book per v0.6.1 anchor. Bias neutral: overnight down (-148 net, -134.75 gap) against a +743 5d uptrend; let the post-open tape pick the side. Both structures permitted - rotation cohort mean is positive and nothing structure-specific argues against reversion. Base rates say the median day like this is flat-ish (topline p_flat 0.47, balanced-day book means near zero), which caps size, not participation. Holiday liquidity is a size argument already priced into the 0.25. Watch next session: if the split-cohort 0.25 days keep bleeding, tighten toward standing down on sub-45% book majorities; if momentum keeps paying near window highs (6/18 +$1030), be ready to size 0.5 on a cleaner cohort. Do NOT stand down on calendar labels alone; do NOT let narrative override majority_action.",25.0
1.0,47d14088dd96,2026-06-22,war,neutral,[],True,0.0,medium,"Analog cohort majority is FLAT (6/15 vs 5 MOM, 4 ROT) - the retrieval no-trade signal, so I stand down per the v0.6.1 anchor. Book edges are thin anyway: mean_pl_if_momentum only +157, rotation -20, and base rates show both books negative on imbalanced days (p_flat 0.49). Tape is war-flavored (net_10d +1302.5, price 0.70% off window high, 110.75pt gap up) but violent two-sided swings and streak=1 give no clean book; no red folder to force a timing read. FLAT cohort = 0.0, not a 0.25 just-in-case.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:6,MOMENTUM:5,ROTATION:4}', 'analog_block.mean_pl_if_momentum=157', 'base_rates.today_day_type.imbalanced.p_flat=0.49', 'trailing_stats.net_10d_pts=1302.5', 'trailing_stats.pct_off_window_high=0.703', 'overnight.gap_vs_prior_close_pts=110.75', 'regime_vector.red_folder_today=0']","2026-06-22 (fresh eyes): Stood down on FLAT analog majority (6/15) - the retrieval no-trade rule, not calendar fear (calendar is clear, red_folder=0). Tape context: strong 10d uptrend (+1302.5 pts, close 0.70% off 20d high) but daily nets alternate sign violently (+584/-93/-537/+978/-622 in last 10) with huge ranges (530-1620 pts) and streak_imbal=0 - trend with no persistence, so neither book had a cohort edge (momentum mean only +157 with 5/15 hits; rotation mean -20). Base rates back the pass: imbalanced day_type shows p_flat 0.49 and both book means negative. Overnight gapped up 110.75 pts with a 490.5pt range and 60 shock bars (largest 171.75 on 06-17 14:00) - elevated vol, mid shock regime. Watch next session: if streak_imbal builds and analogs flip to a MOMENTUM majority near the window high, arm continuation at 0.5; a fade of this gap back into the prior range with rising trap_rate would argue trap/reversion instead. Yesterday's line: -288 realized at 1.0, oracle 0 - single day, no overreaction; rolling-20d arm expectancy +124 says sized trades on book-majority days are paying, so keep 0.0 strictly for FLAT cohorts and size real signals.",0.0
1.0,47d14088dd96,2026-06-23,trap,neutral,[],True,0.0,medium,"Analog cohort majority is FLAT (7/15) — the retrieval no-trade signal that mandates 0.0, not a 0.25 hedge. Base rates agree: imbalanced day-type has p_flat 0.49 with both books negative (rotation −$53.7, momentum −$26.1/day); cohort momentum mean −$122. A −789pt overnight gap into a tape only ~3.6% off its window high, streak=1, mixed 5d/10d nets is trap-shaped, and similar days mostly paid neither book. Standing down on cohort+priced priors, explicitly NOT on the calendar (red_folder_today=0, medium events only).","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=7 (k=15)', 'analog_block.mean_pl_if_momentum=-122', 'base_rates.today_day_type.imbalanced.p_flat=0.49', 'base_rates.today_day_type.imbalanced.rotation_book_mean=-53.71', 'overnight.gap_vs_prior_close_pts=-789.25', 'trailing_stats.directional_streak_days=1', 'regime_vector.red_folder_today=0']","2026-06-23 (fresh eyes, no inherited notes): STAND-DOWN. Drivers: (1) analog majority FLAT 7/15 — the v0.6.1 anchor rule for 0.0; (2) imbalanced-day priors: p_flat 0.49, rotation mean −$53.7/day, momentum −$26.1/day over 493 cases — no priced edge either book; (3) −789pt overnight gap (949pt overnight range) into a tape ~3.6% off the 20d window high with mixed nets (5d −126, 10d +797) and streak=1 — gap-into-contained-range is trap-shaped, and the cohort says these mornings mostly paid neither book (share_both_books_red 0.33, but 7 of 15 analogs FLAT). Calendar is NOT the reason: red_folder_today=0, only medium-impact flash PMIs 09:45 and Trump remarks 14:05/20:30; the timing floor handles releases anyway. Rotation cohort mean +$160 exists but majority FLAT decides trade/no-trade per rule. Lineage check: rolling-20d read regret −$8,168 with sizing regret $0 — the leak is book/read picks, not size; keep trusting the retrieval majority over tape narrative. Tomorrow: if this gap holds and a directional streak builds, war/momentum evidence accrues; a full gap retrace confirms trap and favors rotation re-arm.",0.0
1.0,47d14088dd96,2026-06-24,balance,neutral,['reversion'],False,0.25,low,"Book: analog majority_action=ROTATION with mean_pl_if_rotation=+171 vs momentum -152; the cohort decides, so arm rotation. Cohort is split (7 ROTATION vs 7 FLAT), so reduced-arm 0.25 — weak-but-real book signal. Regime balance: day_type=balanced, red_folder_today=0, mixed nets (net_5d=-499 vs net_10d=+181), streak 1. Continuation dropped on analog evidence against it (momentum mean -152, 1/15 winners). Gap +110 after a -911 day warrants the small notch, not stand-down (share_both_books_red=0.4 < 0.6).","['analog_block.majority_action=ROTATION', 'analog_block.best_action_counts={FLAT:7,MOMENTUM:1,ROTATION:7}', 'analog_block.mean_pl_if_rotation=171', 'analog_block.mean_pl_if_momentum=-152', 'analog_block.share_both_books_red=0.4', 'regime_vector.red_folder_today=0', 'trailing_stats.net_5d_pts=-499.0', 'overnight.gap_vs_prior_close_pts=110.25']","2026-06-24 (fresh eyes, no inherited notes). Read: balance regime, rotation book, 0.25. Analog cohort split 7 ROT / 7 FLAT / 1 MOM; rotation mean +171, momentum mean -152; share_both_books_red 0.4 is below the 0.6 flat trigger, so per the v0.6.1 anchor the book is ROTATION and the split cohort maps to the 0.25 notch. Tape: yesterday -911 pts on 1124-pt range with 18 shock bars, then +110-pt gap up overnight — volatile but two-sided (net_10d only +181, directional streak 1, day_type balanced, trap_rate_10 0, red_folder_today 0, nothing on today's calendar). Base rates for clear-calendar/balanced days are flat-leaning (p_flat ~0.44-0.45, both book means slightly negative), which caps conviction — hence low confidence and 0.25 rather than 0.5. Next session: if the gap holds and imbal_share climbs with streak_imbal >2, revisit war/momentum; if trap_rate_10 ticks up on gap-fades, consider trap. EV +43 = 0.25 x rotation cohort mean 171.",43.0
1.0,47d14088dd96,2026-06-25,event_risk,neutral,[],True,0.0,medium,"Red-folder 08:30 morning (Core PCE + Final GDP), but the stand-down rests on cohorts, not the calendar: analog majority_action=FLAT (7/15; ROTATION tied at 7 but mean only +$34, MOMENTUM mean -$329), PCE/GDP event-family cohort also FLAT-majority (4/8), and red-folder base rates price both books negative (rotation -$98.63, momentum -$5.97, p_flat 0.54). No book carries a positive priced edge, so per the FLAT-cohort rule this is 0.0, not a 0.25 hedge.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:7,ROTATION:7,MOMENTUM:1}', 'analog_block.mean_pl_if_momentum=-329', 'analog_block.mean_pl_if_rotation=34', 'event_family_analogs.counts={FLAT:4,MOMENTUM:2,ROTATION:2}', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'regime_vector.red_folder_today=2']","2026-06-25 (fresh eyes): Stood down. Drivers: (1) generic analog cohort majority FLAT (7 FLAT / 7 ROTATION / 1 MOMENTUM) — rotation edge thin (+$34 mean) and momentum clearly red (-$329); (2) PCE/GDP event-family cohort FLAT-majority (4/8) with both book means unreliable; (3) red-folder base rates negative for both books (rotation -$98.63/day over 309, momentum -$5.97, p_flat 0.54). Calendar alone never justifies flat — here the priced priors and both analog cohorts do. Tape context: violent two-sided week (06-23 -910.75pts then 06-24 +325.25pts, ranges ~900-1125pts), streak_imbal=0, trap_rate_10=0, price 2.7% off window high — mixed, leaning balance-after-shock, so no directional bias earned. Watch next: if a similar setup shows a ROTATION-majority cohort with mean_pl_if_rotation solidly positive, that is a 0.25-0.5 rotation arm, not a stand-down — do not let the FLAT reflex creep back onto book-majority days. Yesterday's full-size read was correct (regret $0), rolling sizing regret $0 — sizing discipline is fine; read regret (-$7,233 cum) is the ledger to defend, so cite priced evidence for every arm/flat call.",0.0
